serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2011-09964,,彫星匠,Chinese,春塵,春塵著,曹川津全新增訂版,978-988-18282-4-8,,,$,70.00,,,,,,香港,2011,,,
2011-08016,Looking at yourself through the twelve disciples,從十二門徒看自己,Chinese,馬可藻,馬可藻著,種籽,978-962-230-244-0,,,$,45.00,,,,,,香港,2011,,,
2011-09512,,從心餘韻,Chinese,黃上安,黃上安著,中華詩詞,978-988-8106-40-0,,,$,18.50,,,,,,香港,2011,,內容以簡體字排版,
2011-09488,The naked soul,從孤獨的屬地出走,Chinese,Tim Alan Gardner,Tim Alan Gardner著謝傑雄突破編輯組譯,突破,978-988-8073-26-9,,,$,72.00,,,,,,香港,2011,,突破叢書.心靈地圖,
2011-09776,,從前的香港，有一個未來,Chinese,Compass,Compass著,庄梓圖書有限公司,978-988-15412-8-4,,,$,88.00,,,,,,香港,2011,,,
2011-11425,The birth of the first republic in Asia as seen from the diplomatic documents,從美國外交文件看民國誕生,Chinese,盧雪鄉,盧雪鄉著,商務,978-962-07-5591-0,,,$,108.00,,,,,,香港,2011,,,
2011-09931,From Wall Street to alone in Paris : transforming perspectives at the world’ s most famous cooking school,從華爾街走進法國廚房,Chinese,陳彥琳,陳彥琳著,宣道,978-962-244-930-5,,,$,100.00,,,,,,香港,2011,,,
2011-09147,From Mohammad to see Islam,從穆罕默德看伊斯蘭教,Chinese,陳克禮,陳克禮著,伊斯蘭文化協會(香港),978-988-18774-0-6,,,$,25.00,,,,,,香港,2011,,內容以簡體字排版,
2011-11200,,悉尼+坎培拉新南威爾斯食玩買終極天書,Chinese,鄭偉,鄭偉著,長空出版12~13完全版,978-988-15446-2-9,,,$,188.00,,,,,,香港,2011,,長空自遊系列; 033,
2011-08123,,悠悠山水情:魏啟贊旅遊詩文選,Chinese,,,中國作家,978-988-19561-1-8,,,CNY,38.80,,,,,,香港,2011,,內容以簡體字排版,
2011-10440,,悠悠快樂心,Chinese,林燕妮,林燕妮著,壹出版,978-988-8059-25-6,,,$,59.00,,,,,,香港,2011,,,
2011-09750,,您知道自己是誰嗎？ Do you know who you are?,Chinese,伍德榮,伍德榮著,R.D.N. VMF (Canada) Inc,978-0-9784895-9-5,,,CNY,88.00,,,,,,香港,2011,,,
2011-10209,,情景手工.小小理想家,Chinese,,,香港新世紀,978-988-8071-68-5,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-10210,,情景手工.史前大怪獸,Chinese,,,香港新世紀,978-988-8071-69-2,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-10211,,情景手工.快樂小校園,Chinese,,,香港新世紀,978-988-8071-70-8,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-10206,,情景手工.活力運動會,Chinese,,,香港新世紀,978-988-8071-65-4,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-10207,,情景手工.開心遊樂場,Chinese,,,香港新世紀,978-988-8071-66-1,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-10208,,情景手工.熱鬧小市集,Chinese,,,香港新世紀,978-988-8071-67-8,,,$,22.00,,,,,,香港,2011,,巧手寶貝,
2011-09427,"Prague, Czech Republic",捷克布拉格,Chinese,,孫啟元編,郭良蕙新事業2012年版,978-988-15158-2-7,,,$,55.00,,,,,,香港,2011,,旅遊通,
2011-11202,Scanner and learning,掃描器與教學,Chinese,余雅景,余雅景著,麥苗教具,978-988-19544-0-4,,,$,148.00,,,,,,香港,2011,,教學新力量系列,
2011-10946,Road to the stars,探星的軌跡,Chinese,李逆熵,李逆熵著,山邊,978-962-923-362-4,,,$,40.00,,,,,,香港,2011,,百分百科學系列,
2011-09553,,探索感悟:中山大學附屬雅寶學校校本教研文集,Chinese,,羅振中主編,中國評論學術,978-988-8051-76-2,,,CNY,26.00,,,,,,香港,2011,,內容以簡體字排版,
2011-10921,,探險鼠黑山尋寶,Chinese,Geronimo Stilton,Geronimo Stilton著鄧婷譯,新雅文化事業,978-962-08-5454-5,,,$,58.00,,,,,,香港,2011,,老鼠記者; 65,
2011-10623,Detoxify your body,排毒便暢一身輕,Chinese,唐安麒,唐安麒著,龍文化,978-988-18236-6-3,,,$,78.00,,,,,,香港,2011,,部分內容以英文排版,
2011-10367,,教子經．詩詞小影,Chinese,彭浩,彭浩著,中華詩詞,978-988-8106-65-3,,,$,15.00,,,,,,香港,2011,,內容以簡體字排版,
2011-08566,,教出好品格實務手冊.初小篇,Chinese,,陳如炳等編,香港中華基督教青年會,978-988-19038-8-4,,,,,,,,,,香港,2011,,附唯讀記憶光碟1隻,
2011-08792,,教你修密宗:唐密修持入門,Chinese,李居明原,李居明原著,居明正堂,978-988-18870-8-5,,,$,120.00,,,,,,香港,2010,,李居明密宗系列; 24,
2011-09559,,教育探索的光輝:廣州市第四十一中學《構建師生和諧發展的學校文化》研究成果集,Chinese,,何樹聲主編,中國評論學術,978-988-8136-09-4,,,CNY,38.00,,,,,,香港,2011,,內容以簡體字排版,
2011-07951,Education and heritage : historico-cultural perspective,教育與承傳:歷史文化的視角,Chinese,,梁操雅羅天佑主編,香港教育圖書,978-988-8079-76-6,,,$,120.00,,,,,,香港,2011,,,
2011-11378,,教言匯集,Chinese,索達吉堪布,索達吉堪布著,心一堂,978-988-8058-05-1,,,$,26.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09259,,教師語文能力評核試題2011.普通話,Chinese,,,香港考試及評核局,978-988-203-670-3,,,$,46.00,,,,,,香港,2011,,,
2011-09406,,教會管理實務,Chinese,Asian Development Ministries Limited,Asian Development Ministries Limited著,Asian Development Ministries Limited,978-988-18283-8-5,,,,,,,,,,香港,2011,,內容以簡體字排版,
2011-11424,,教學心理學,Chinese,李雅言,李雅言著,商務,978-962-07-6467-7,,,$,88.00,,,,,,香港,2011,,,
2011-08831,,敗犬男:好想說再見,Chinese,詹志文,詹志文著,亮光文化,978-988-19907-8-5,,,$,68.00,,,,,,香港,2011,,,
2011-09169,,敝帚自珍:伯特利中學通識教育科文集.初集,Chinese,,鄧錦輝主編,伯特利中學,978-988-19794-3-8,,,,,,,,,,香港,2010,,,
2011-07895,,啟思小學中國語文: TSA及HKAT應試手冊,Chinese,,,牛津大學出版社(中國),978-0-19-801657-1,,,,,,,,,,香港,2011,,,
2011-07874,,啟思語文新天地. 1上第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801391-4,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07875,,啟思語文新天地. 1下第1冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801509-3,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07876,,啟思語文新天地. 1下第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)第2版,978-0-19-801476-8,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07877,,啟思語文新天地. 2上第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801403-4,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07878,,啟思語文新天地. 2下第1冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801494-2,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07879,,啟思語文新天地. 2下第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)第2版,978-0-19-801451-5,,,$,55.50,,,,,,香港,2011,,附貼紙1張,
2011-07880,,啟思語文新天地. 3上第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801539-0,,,$,55.50,,,,,,香港,2011,,,
2011-07881,,啟思語文新天地. 3下第1冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)普通話第2版,978-0-19-801405-8,,,$,55.50,,,,,,香港,2011,,,
2011-07882,,啟思語文新天地. 3下第2冊,Chinese,王良和等,王良和等著,牛津大學出版社(中國)第2版,978-0-19-801341-9,,,$,55.50,,,,,,香港,2011,,,
2011-08166,,啟思語文新天地自習篇章.小1,Chinese,,,牛津大學出版社(中國)第2版,978-0-19-801575-8,,,$,22.00,,,,,,香港,2011,,,
2011-07892,,"啟思語文新天地自習篇章.小1,教師用書",Chinese,,,牛津大學出版社(中國)普通話第2版,978-0-19-801581-9,,,,,,,,,,香港,2011,,,
2011-08167,,啟思語文新天地自習篇章.小2,Chinese,,,牛津大學出版社(中國)第2版,978-0-19-801576-5,,,,,,,,,,香港,2011,,,
2011-07893,,"啟思語文新天地自習篇章.小2,教師用書",Chinese,,,牛津大學出版社(中國)普通話第2版,978-0-19-801582-6,,,,,,,,,,香港,2011,,,
2011-07894,,"啟思語文新天地自習篇章.小3,教師用書",Chinese,,,牛津大學出版社(中國)普通話第2版,978-0-19-801583-3,,,,,,,,,,香港,2011,,,
2011-10290,,啟發孩子創新力的100個科學知識,Chinese,許純鳳,許純鳳著林鎮民譯金正進繪,蘋果樹圖書公司,978-988-19960-0-8,,,$,98.00,,,,,,香港,2011,,,
2011-09800,,晨光中的詠歎調. 10,Chinese,赤石路代,赤石路代著張芳馨譯,東立香港中文版,978-986-10-6453-6,,,$,30.00,,,,,,香港,2011,,,
2011-08621,,晚情,Chinese,蔣曉華,蔣曉華著,中華詩詞,978-988-8106-12-7,,,$,40.00,,,,,,香港,2011,,內容以簡體字排版,
2011-08637,,曹橋風韻,Chinese,張金生,張金生著,華夏文化出版社,978-988-19756-7-6,,,$,30.00,,,,,,香港,2011,,內容以簡體字排版,
2011-07709,,梁芷媚商業故事:打造富二代精英,Chinese,梁芷媚,梁芷媚著,法住,978-962-8966-52-3,,,$,98.00,,,,,,香港,2011,,,
2011-11040,,梁思成、林徽因與我,Chinese,林洙,林洙著,三聯最新修訂本,978-962-04-3083-1,,,$,138.00,,,,,,香港,2011,,,
2011-10095,,梁望峯之婚事手記,Chinese,梁望峯,梁望峯著,皇冠,978-988-216-238-9,,,$,78.00,,,,,,香港,2011,19厘米244頁插圖(婚事手記; 1),附梁望峯新婚絕密小貼士,
2011-09792,,梁穎君書畫集,Chinese,,,庄梓圖書有限公司,978-988-15414-6-8,,,$,88.00,,,,,,香港,2011,,部分內容以英文排版,
2011-08928,,梅花:陳永鏘專題作品集,Chinese,,,漁歌,978-988-19633-0-7,,,$,80.00,,,,,,香港,2011,,,
2011-10363,,梅嶺詩聯集,Chinese,鄧志龍,鄧志龍著,中華詩詞,978-988-8106-84-4,,,$,38.00,,,,,,香港,2011,,內容以簡體字排版,
2011-11056,,梨園生輝:任劍輝唐滌生:記憶與珍藏,Chinese,,盧瑋鑾張敏慧主編,三聯,978-962-04-3063-3,,,$,148.00,,,,,,香港,2011,,附數碼影音光碟1隻,
2011-09857,,殺人餐廳,Chinese,天樹征丸原,天樹征丸原著佐藤文也漫畫林俊宏譯,東立香港中文愛藏版,978-962-955-872-7,,,$,38.00,,,,,,香港,2011,,金田一少年之事件簿短篇集; 3,
2011-09667,,涼宮春日的憂鬱,Chinese,谷川流,谷川流著伊東音插畫許慧貞譯,天苑文化,978-988-15379-2-8,,,$,48.00,,,,,,香港,2011,19厘米298頁插圖,附單行簿一本,
2011-10876,,涼茶天書,Chinese,佘自強編,佘自強編著,海濱,978-988-202-736-7,,,$,58.00,,,,,,香港,2011,,,
2011-11433,Sino-Japanese war 1894-1895,清日戰爭1894-1895,Chinese,宗澤亞,宗澤亞著,商務,978-962-07-6468-4,,,$,178.00,,,,,,香港,2011,,,
2011-11205,,清華大學與清華園郵局百年記憶,Chinese,嚴平西陳進權,嚴平西陳進權著,嚴平西,978-988-15079-1-4,,,$,150.00,,,,,,香港,2011,,內容以簡體字排版,
2011-08930,,清熱袪濕,Chinese,,謝克友編撰,海濱,978-988-202-729-9,,,$,78.00,,,,,,香港,2011,,中國人的藥材生活,
2011-09019,,深圳市第七屆外來青工文體節書法大賽獲獎作品選,Chinese,,趙永金主編,中國藝術出版社,978-988-15331-8-0,,,$,60.00,,,,,,香港,2011,,內容以簡體字排版,
2011-11018,,深圳企業家攝影協會2010.4-2011.4年鑒,Chinese,,王琛總編,香港中國旅遊,978-962-8947-86-7,,精裝,$,999.00,,,,,,香港,2011,29厘米118頁插圖(部份彩色),內容以簡體字排版,
2011-09953,Tao Vol. 3 (08/2011)香港淘潮(香港)出版,淘,Chinese,,,,,,,,,,,,,,,,28厘米176頁插圖(部份彩色)週刊,,
2011-08979,,淘金萬歲,Chinese,,朱維達編,新雅文化事業,978-962-08-5448-4,,,$,30.00,,,,,,香港,2011,,米奇老友記,
2011-09954,,淘寶天下Vol. 1 (07.2011)香港淘寶天下(香港)出版,Chinese,,,,,,,,,,,,,,,,28厘米80頁彩色插圖週刊,,
2011-09900,,淘寶網執平貨賺快錢,Chinese,,,超媒體,978-988-19855-9-0,,,$,68.00,,,,,,香港,2011,,IT應用系列; 42,
2011-08304,,淮海抗日根據地:張圩,Chinese,朱兆雷趙文舟鮑洪標編,朱兆雷趙文舟鮑洪標編著,中國新聞聯合,978-988-15325-3-4,,,$,58.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09973,,淮陽讀本,Chinese,張萬功沈群張強,張萬功沈群張強著,中國圖書文化,978-988-19596-5-2,,,CNY,58.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09898,,猛鬼回魂夜,Chinese,喃嘸佬忠叔,喃嘸佬忠叔著,超媒體,978-988-15142-1-9,,,$,68.00,,,,,,香港,2011,,網絡靈異故事專集; 22,
2011-10333,,現代中國語文大坑東宣道小學校本版.小1上第1冊,Chinese,,,現代教育研究社,978-962-11-0113-6,,,,,,,,,,香港,2011,,,
2011-08261,,現代中國語文伊斯蘭鮑伯濤紀念小學校本版.小2,Chinese,,,現代教育研究社,978-962-11-0117-4,,,,,,,,,,香港,2011,,,
2011-10334,,現代中國語文作業大坑東宣道小學校本版.小1上第1冊,Chinese,,,現代教育研究社,978-962-11-0114-3,,,,,,,,,,香港,2011,,,
2011-10336,,現代中國語文作業海怡寶血小學校本版.小5上,Chinese,,,現代教育研究社,978-962-11-0159-4,,,,,,,,,,香港,2011,,,
2011-10337,,現代中國語文作業海怡寶血小學校本版.小6上,Chinese,,,現代教育研究社,978-962-11-0160-0,,,,,,,,,,香港,2011,,,
2011-08255,,現代中國語文作業郭怡雅神父紀念學校校本版.小1上第1冊,Chinese,,,現代教育研究社,978-962-11-0155-6,,,,,,,,,,香港,2011,,,
2011-08256,,現代中國語文作業郭怡雅神父紀念學校校本版.小1上第2冊,Chinese,,,現代教育研究社,978-962-11-0156-3,,,,,,,,,,香港,2011,,,
2011-08257,,現代中國語文作業郭怡雅神父紀念學校校本版.小2上第1冊,Chinese,,,現代教育研究社,978-962-11-0157-0,,,,,,,,,,香港,2011,,,
2011-08258,,現代中國語文作業郭怡雅神父紀念學校校本版.小2上第2冊,Chinese,,,現代教育研究社,978-962-11-0158-7,,,,,,,,,,香港,2011,,,
2011-08259,,現代中國語文宏信書院校本版.小1第3冊,Chinese,,,現代教育研究社,978-962-11-0115-0,,,,,,,,,,香港,2011,,,
2011-08260,,現代中國語文宏信書院校本版.小2第3冊,Chinese,,,現代教育研究社,978-962-11-0116-7,,,,,,,,,,香港,2011,,,
2011-08253,,現代中國語文郭怡雅神父紀念學校校本版.小1上第1冊,Chinese,,,現代教育研究社,978-962-11-0118-1,,,,,,,,,,香港,2011,,,
2011-08254,,現代中國語文郭怡雅神父紀念學校校本版.小1上第2冊,Chinese,,,現代教育研究社,978-962-11-0123-5,,,,,,,,,,香港,2011,,,
2011-08562,,現代中國語文郭怡雅神父紀念學校校本版.小2上第1冊,Chinese,,,現代教育研究社,978-962-11-0119-8,,,,,,,,,,香港,2011,,,
2011-10335,,現代中國語文郭怡雅神父紀念學校校本版.小2上第2冊,Chinese,,,現代教育研究社,978-962-11-0124-2,,,,,,,,,,香港,2011,,,
2011-08262,,現代中國語文嘉諾撒聖學校(九龍塘)閱讀理解練習校本版.小3上,Chinese,,,現代教育研究社,978-962-11-0121-1,,,,,,,,,,香港,2011,,,
2011-08263,,現代中國語文嘉諾撒聖學校(九龍塘)閱讀理解練習校本版.小3下,Chinese,,,現代教育研究社,978-962-11-0122-8,,,,,,,,,,香港,2011,,,
2011-08858,A glossary of psychology,現代心理學詞彙,Chinese,,香港中文大學心理學系編,中文大學出版社,978-962-996-455-9,,,$,135.00,,,,,,香港,2011,,中英對照,
2011-09888,,現代狂草創作教程,Chinese,,草書藝術研究社編撰,草書藝術研究社,978-988-15486-1-0,,,,,,,,,,香港,2011,,內容以簡體字排版,
2011-11412,,現代漢語詞彙,Chinese,符淮青,符淮青著,商務,978-962-07-0310-2,,,$,75.00,,,,,,香港,2011,,,
2011-08824,,現代歷奇啟示:成長．親子．啟發,Chinese,許景耀,許景耀著,靈蘭閣,978-988-17784-2-0,,,$,48.00,,,,,,香港,2011,,,
2011-11384,,現觀莊嚴論疏,Chinese,索達吉堪布,索達吉堪布著,心一堂,978-988-8058-26-6,,,$,26.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09145,Understanding Islam,理解伊斯蘭,Chinese,,,伊斯蘭文化協會(香港),978-988-18774-7-5,,,$,15.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09653,,甜妻不撒嬌,Chinese,米琪,米琪著,星河,978-988-219-296-6,,,$,40.00,,,,,,香港,2011,19厘米222頁,大老婆的反擊,
2011-09740,Un trou mignon,甜美黑洞,Chinese,夏芝然夏力,夏芝然夏力著,Kubrick,978-988-19359-0-8,,,$,68.00,,,,,,香港,2011,,迷你小說,
2011-09206,,甜甜小米啦商曉娜文郭靜宜圖,Chinese,,,木棉樹,978-988-15032-2-0,,,$,35.00,,,,,,香港,2011,,,
2011-10401,,甜甜私房貓.第8集,Chinese,湖南彼方,湖南彼方著林光俊譯,正文社香港中文版,978-988-8069-95-8,,,$,42.00,,,,,,香港,2011,,,
2011-08974,Home sweet home,甜蜜的家,Chinese,,王燕參編,新雅文化事業,978-962-08-5332-6,,精裝,$,48.00,,,,,,香港,2011,21厘米32頁彩色插圖(迪士尼英語家庭版),附鐳射光碟1隻,
2011-11411,,異口同聲vs. Be of one voice :中英成語800對,Chinese,陳永楨陳善慈張同編,陳永楨陳善慈張同編著,商務修訂版,978-962-07-0314-0,,,$,78.00,,,,,,香港,2011,,中英對照,
2011-09664,,"異能偵探. 3,騷靈啞女",Chinese,楊穎,楊穎著,天苑文化,978-988-19029-9-3,,,$,68.00,,,,,,香港,2011,,,
2011-09780,,眾聲初試:東華三院邱子田紀念中學學生作品選,Chinese,,張鎮東主編,庄梓圖書有限公司,978-988-15411-3-0,,,$,88.00,,,,,,香港,2011,,,
2011-08013,,祭之以禮,Chinese,梁家強,梁家強著,梁津煥記(禮儀顧問),978-988-19250-0-8,,,$,88.00,,,,,,香港,2011,,,
2011-10283,,第X類接觸,Chinese,許芷琪,許芷琪著,青椒,978-988-15024-6-9,,,$,50.00,,,,,,香港,2011,,,
2011-09805,,第一神拳. 95,Chinese,森川讓次,森川讓次著方郁仁譯,東立香港中文版,978-986-10-7422-1,,,$,30.00,,,,,,香港,2011,,,
2011-09151,,第七屆及第八屆香港文學節徵文比賽獲獎作品集,Chinese,,香港公共圖書館編,香港公共圖書館,978-962-8899-17-3,,,,,,,,,,香港,2011,,,
2011-09948,The Second Academic Exhibiton of Chinese Contemporary Prints : Print．Concept,第二屆中國當代版畫學術展:版畫．概念,Chinese,,張子康主編,中國今日美術館,978-988-19953-8-4,,,CNY,120.00,,,,,,香港,2011,,內容以簡體字排版,
2011-09682,,細腰,Chinese,李碧華,李碧華著,天地,978-988-219-409-0,,,$,60.00,,,,,,香港,2011,,,
2011-09878,,細說,Chinese,梁品亮,梁品亮著,川漓社,978-988-19650-5-9,,,$,68.00,,,,,,香港,2011,,梯田文學叢書; 02,
2011-11055,,終結帝制:簡明辛亥革命史,Chinese,楊天石,楊天石著,三聯,978-962-04-2245-4,,,$,108.00,,,,,,香港,2011,,,
2011-08616,,翎羽集,Chinese,陳亨初,陳亨初著,中華詩詞,978-988-8106-55-4,,,$,19.00,,,,,,香港,2011,,內容以簡體字排版,
2011-11508,,聆聽學,Chinese,朱少璋,朱少璋著,匯智修訂第二版,978-988-15408-4-3,,,$,58.00,,,,,,香港,2011,,朱老師語文系列,
2011-09786,Derail,脫軌,Chinese,保馬,保馬著,庄梓圖書有限公司,978-988-15412-5-3,,,$,88.00,,,,,,香港,2011,,,
2011-09643,,莎莎國際控股有限公司2010/11年報,Chinese,,,莎莎國際控股,,,,,,,,,,,香港,2011,,,
2011-09316,Gift to my Karen soups & love莫爸爸．莫媽媽合撰,莫文蔚嫁妝湯譜,Chinese,,,Forms Kitchen Publishing Company,978-988-8103-20-1,,,$,88.00,,,,,,香港,2011,,中英對照,
2011-09451,,莊士中國投資有限公司二零一一年業績報告,Chinese,,,莊士機構國際,,,,,,,,,,,香港,2011,,,
2011-09452,,莊士機構國際有限公司二零一一年業績報告,Chinese,,,莊士機構國際,,,,,,,,,,,香港,2011,,,
2011-09293,,莊子,Chinese,,鍾芒主編孫通海編譯,中華書局,978-988-8104-56-7,,,$,58.00,,,,,,香港,2011,,經典隨身讀,
2011-08265,,荷風墨韻:張桂光．陳永鏘書畫同源作品集,Chinese,,,長城藝術出版社有限公司,978-988-15110-8-9,,,$,120.00,,,,,,香港,2011,,,
2011-10340,,荷殘藕香,Chinese,林清池編,林清池編著,中國郵史,978-988-19722-2-4,,,CNY,40.00,,,,,,香港,2011,,內容以簡體字排版,
2011-10670,,被愛困住的城市,Chinese,李專,李專著,青森文化,978-988-8122-03-5,,,$,60.00,,,,,,香港,2011,,,
2011-08944,,視覺空間智能:家與社區,Chinese,,李盛輝等撰文李賢治等繪圖劉芸楊曉蕙翻譯,世界,978-962-432-856-1,,,$,48.50,,,,,,香港,2011,30厘米24頁彩色插圖,附貼紙6張,
2011-08936,,視覺空間智能:圖形,Chinese,,李盛輝等撰文李賢治等繪圖劉芸楊曉蕙翻譯,世界,978-962-432-848-6,,,$,48.50,,,,,,香港,2011,30厘米24頁彩色插圖,附貼紙6張,
2011-08753,,許氏地理辨正釋義,Chinese,許錦灝,許錦灝著,心一堂,978-988-8058-49-5,,,$,168.00,,,,,,香港,2010,,心一堂術數珍本古籍叢刊.堪輿類,
2011-09504,Yan’ s doggie style in dog grooming,貪靚狗仔識,Chinese,吳日言,吳日言著,知出版,978-988-8103-63-8,,,$,85.00,,,,,,香港,2011,,,
2011-07758,,貧乏神！第7卷,Chinese,助野嘉昭,助野嘉昭著王靜譯,天下出版(國際)香港中文版,978-988-8096-33-6,,,$,30.00,,,,,,香港,2011,,,
2011-09485,,貧窮旅程的光影情書(回家版) To the needy lands & journey home,Chinese,馮志康,馮志康著,突破3版,978-988-8073-41-2,,,$,58.00,,,,,,香港,2011,,City & me,
2011-10260,,這是我所立的新約:關於享用救恩實際的交通,Chinese,王國顯,王國顯著,恩光,978-962-8992-12-6,,,$,30.00,,,,,,香港,2010,,,
2011-07815,,這個天國不太平,Chinese,陶短房,陶短房著,中和文化,978-988-15115-1-5,,,$,78.00,,,,,,香港,2011,,,
2011-08776,,這時代的信息:士師記,Chinese,栗佳,栗佳著,博學,978-988-15129-5-6,,,$,78.00,,,,,,香港,2011,,,
2011-09188,,這就是生活:鄭祚聲香港攝影日記,Chinese,,,香港中國新聞,978-988-15135-3-3,,,$,88.00,,,,,,香港,2011,,內容以簡體字排版,
2011-11318,,這樣學通識就對了,Chinese,許承恩,許承恩著,經濟日報,978-962-678-674-1,,,$,68.00,,,,,,香港,2011,,附我的時事新聞紀錄簿,
2011-09879,,連花開的聲音都沒有,Chinese,西草,西草著,川漓社,978-988-19650-7-3,,,$,58.00,,,,,,香港,2011,,梯田文學叢書; 05,
2011-11402,,連連看,Chinese,,李沁譯,新雅文化事業,978-962-08-5466-8,,,$,28.00,,,,,,香港,2011,26厘米32頁彩色插圖,藍精靈電影故事,
2011-09356,From fat to fit,速戰速決,Chinese,蔡慧思,蔡慧思著,知出版,978-988-8103-97-3,,,$,78.00,,,,,,香港,2011,,,
2011-07833,,通一齋四種,Chinese,方內散人,方內散人著蒲團子編訂,心一堂再版,978-988-18726-8-5,,,$,80.00,,,,,,香港,2010,,存真書齋仙道經典文庫,
2011-10425,,通古識港:遍遊古蹟認識香港,Chinese,梁勇,梁勇著,和平圖書,978-962-238-797-3,,,$,60.00,,,,,,香港,2011,,,
2011-10427,,通識手冊:公共衛生穆查執筆,Chinese,,,和平圖書,978-962-238-796-6,,,$,60.00,,,,,,香港,2011,,,
2011-10426,,通識手冊:個人成長與人際關係洪惠歡執筆,Chinese,,,和平圖書,978-962-238-795-9,,,$,60.00,,,,,,香港,2011,,,
2011-09376,,通識字典.金融篇,Chinese,,朱浩霆主編,圓桌精英,978-988-19655-5-4,,,$,68.00,,,,,,香港,2011,,潮文化; 007,
2011-08435,,通識教育試題實戰:全球化,Chinese,何敬鴻編,何敬鴻編著,顯智教育出版,978-988-19952-2-3,,,$,128.00,,,,,,香港,2011,,,
2011-07945,,"通識教育資料回應及延伸回應題.單元3,現代中國",Chinese,梁銳基區志堅編,梁銳基區志堅編著,香港教育圖書,978-988-8079-72-8,,,$,105.00,,,,,,香港,2011,29厘米138頁插圖,附題解指引,
2011-10390,,通識教育應試筆記. 1,Chinese,李德康洪昭隆,李德康洪昭隆著,金石圖書貿易,978-962-7710-76-9,,,$,78.00,,,,,,香港,2011,,香港中學文憑,
2011-10391,,通識教育應試筆記. 2,Chinese,李德康洪昭隆,李德康洪昭隆著,金石圖書貿易,978-962-7710-77-6,,,$,78.00,,,,,,香港,2011,,香港中學文憑,
2011-10392,,通識教育應試辭典. 2,Chinese,李德康魏文輝編,李德康魏文輝編著,金石圖書貿易,978-962-7710-72-1,,,$,78.00,,,,,,香港,2011,,香港中學文憑,
2011-10011,Liberal studies teaching kit 11/12,通識新聞教材精讀11/12,Chinese,,劉衍珍洪蔓玲編,星島日報,978-962-348-103-8,,,$,120.00,,,,,,香港,2011,,,
2011-08433,,通識精讀:現代中國,Chinese,何敬鴻編,何敬鴻編著,顯智教育出版,978-988-19464-5-4,,,$,68.00,,,,,,香港,2011,,,
2011-09914,Liberal studies Q & A. 2.1,通識練習課. 2,Chinese,健吾,健吾著,Cup Magazine Publishing Limited,978-988-19342-8-4,,,$,88.00,,,,,,香港,2011,,Dawn ; 012,
2011-08186,,"通識應試全攻略. 2,今日香港",Chinese,,江志宗等編,時信出版(香港),,,,,,,,,,,香港,2011,28厘米75頁插圖(香港中學文憑考試)附建議答案及評分準則ISBN 978-988-8109-10-4 ISBN 978-988-8109-13-5 (建議答案及評分,,
2011-11021,,造物奇趣110 :是動物、蔬菜或礦物嗎？ 110 fun facts about God’ s creation,Chinese,麥嘉華,麥嘉華著吳黎雲笑翻譯,香港公教真理學會,978-962-8909-82-7,,,$,45.00,,,,,,香港,2011,,,
2011-10088,,透明的彩虹盡頭,Chinese,唐希文,唐希文著,青藍出版社,978-988-8087-37-2,,,$,68.00,,,,,,香港,2011,,幻愛部落,
2011-07710,,都市通識. I,Chinese,霍韜晦,霍韜晦著,法住,978-962-8966-49-3,,,$,98.00,,,,,,香港,2011,,,
2011-11502,,都市與傳統,Chinese,,韓利誠主編,雅真藝術,978-988-19754-1-6,,精裝,,,,,,,,香港,2011,,內容以簡體字排版,
2011-11393,Wild animals,野生動物,Chinese,,,新雅文化事業,978-962-08-5373-9,,,$,38.00,,,,,,香港,2011,20厘米無頁碼彩色插圖,拼貼樂Fun Fun,
