serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2009-11065,PROTECTIONISM in the midst of global recession,,English,,"compiled by Research Department, Hong Kong Trade Development Council",Hong Kong Trade Development Council,,,,,,,,,,,Hong Kong,2009,11 p. ; 30 cm.,(HKTDC trade watch) $30.00,
2009-13082,PROVIEW INTERNATIONAL HOLDINGS LIMITED Proview International Holdings Limited annual report 2009,唯冠國際控股有限公司2009年度年報,English,,,Proview International Holdings Limited,,,,,,,,,,,Hong Kong,2009,"104, 104 p. : col. ill., col. charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12613,PTE Pearson test of English academic,PTE學術英語考試官方指南,English,,edited by Jianling Wang,Pearson Education Asia Limited,978-988-00-3054-3,,pbk.,,Unpriced,,,,,,Hong Kong,2010,"xiii, 224 p. : ill. ; 28 cm.",+ 2 CDs Glossary Text in simplified Chinese and English,
2009-13060,PUI CHING MIDDLE SCHOOL Oasis 2010,,English,,edited by Alex Li ... [et al.],Pui Ching Middle School,978-988-99247-7-5,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"xviii, 264 p. : ill. ; 21 cm.",,
2009-13094,PYXIS GROUP LIMITED Pyxis Group Limited interim report 2009,瀚智集團有限公司2009中期報告,English,,,Pyxis Group Limited,,,,,,,,,,,Hong Kong,2009,"24, 24 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12426,Qiu Zhijie breaking the ice : a history,邱志杰:無知者破冰史,English,"QIU, Zhijie",edited by Yun Chen,Timezone 8 Limited,978-988-18034-0-5,,,$,400.00,,,,,,Hong Kong,2009,283 p. : ill. (chiefly col.) ; 30 cm.,Text in simplified Chinese and English,
2009-12602,QUAM LIMITED Quam Limited interim report 2009,華富國際控股有限公司2009年中期報告,English,,,Quam Limited,,,,,,,,,,,Hong Kong,2009,"40, 40 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11828,"THE QUAYPOINT CORPORATION LIMITED The Quaypoint Corporation Limited very substantial acquisition, 23 September 2009","紀翰集團有限公司非常重大收購,二零零九年九月二十三日",English,,,The Quaypoint Corporation Limited,,,,,,,,,,,Hong Kong,2009,"336, 336 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-10643,REGAL HOTELS INTERNATIONAL HOLDINGS LIMITED Regal Hotels International Holdings Limited interim report 2009,,English,,,Regal Hotels International Holdings Limited,,,,,,,,,,,Hong Kong,2009,44 p. ; 29 cm.,Unpriced (pbk.),
2009-13070,REPORT of the market misconduct tribunal of Hong Kong on whether any market misconduct has taken place in relation to the listed securities of China Overseas Land and Investment Limited. Vol. I,,English,,,Financial Secretary’s Office,,,,,,,,,,,Hong Kong,2009,"x, 1-268 p. ; 30 cm.",$246.00 (pbk.),
2009-13071,REPORT of the market misconduct tribunal of Hong Kong on whether any market misconduct has taken place in relation to the listed securities of China Overseas Land and Investment Limited. Vol. II,,English,,,Financial Secretary’s Office,,,,,,,,,,,Hong Kong,2009,"v, 269-508 p. ; 30 cm.",$246.00 (pbk.),
2009-12017,REPORT of the market misconduct tribunal of Hong Kong on whether any market misconduct has taken place in relation to the listed securities of QPL International Holdings Limited.,,English,,,Financial Secretary’s Office,,,,,,,,,,,Hong Kong,2009,[227] p. ; 30 cm.,$120.00 (pbk.),
2009-12531,"RETHINKING Hong Kong : new paradigms, new perspectives",,English,,"edited by Elizabeth Sin, Siu-lun Wong, Wing-hoi Chan","The University of Hong Kong, Centre of Asian Studies",978-962-8269-49-5,,pbk.,$,150.00,,,,,,Hong Kong,2009,"xi, 361 p. ; 23 cm.",(Centre of Asian Studies occasional papers and monographs ; no. 159) Includes bibliographical references,
2009-11839,RICHFIELD GROUP HOLDINGS LIMITED Richfield Group Holdings Limited 2009 annual report,田生集團有限公司2009年報,English,,,Richfield Group Holdings Limited,,,,,,,,,,,Hong Kong,2009,"68, 68 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12012,RIDING on the green manufacturing trend : an update on EU environmental regulations,,English,,"compiled by Research Department, Hong Kong Trade Development Council",Hong Kong Trade Development Council,,,,,,,,,,,Hong Kong,2009,19 p. ; 30 cm.,(HKTDC trade watch) $30.00,
2009-12545,"ROBERTS, Lorette E. Singapore : sketches of the lion city",,English,Lorette E. Roberts,,Lorette E. Roberts,978-988-97328-3-7,,,$,250.00,,,,,,Hong Kong,2009,unpaged : col. ill. ; 22 x 31 cm.,Text partially in Chinese,
2009-11494,ROBOT,,English,,,Crystal Education Publications,978-962-994-600-5,,pbk.,$,20.00,,,,,,Hong Kong,2009,13 p. : col. ill. ; 21 cm.,Rainbow cartoons,
2009-11021,"No minister & no, minister : the true story of Harbourfest",,English,Mike Rowse,,Treloar Enterprises Company Limited,978-988-18693-8-8,,pbk.,$,120.00,,,,,,Hong Kong,2009,107 p. : ill. ; 23 cm.,,
2009-10333,S E A HOLDINGS LIMITED S E A Holdings Limited interim report 2009,爪哇控股有限公司2009中期報告,English,,,S E A Holdings Limited,,,,,,,,,,,Hong Kong,2009,40 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-12607,"The red rose and the white : the Wars of the Roses, 1453-1487",,English,John Sadler,,Pearson Education Limited,978-1-4058-2360-9,,,,Unpriced,,,,,,Essex,2010,"xxxvi, 307 p. : ill. (chiefly col.), maps ; 24 cm.",Includes bibliographical references and index,
2009-12000,SAPAJOU : the collected works of old Shanghai’s greatest cartoonist. The early years,,English,,edited by Nenad Djordjevic,China Economic Review Publishing (Hong Kong) Limited,978-988-18154-9-1,,,USD,49.99,,,,,,Hong Kong,2009,"xxxvii, 279 p. : ill. (some col.) ; 29 cm.",,
2009-12649,Additional science (AQA) : complete revision and practice,,English,Nigel Saunders,,Pearson Education Limited,978-1-4066-5435-6,,pbk.,GBP,9.99,,,,,,Essex,2010,"xxi, 124 p. : ill. (chiefly col.), charts ; 30 cm.",+ 1 CD-ROM. (GCSE bitesize) Glossary,
2009-12650,Science (AQA) : complete revision and practice,,English,Nigel Saunders,,Pearson Education Limited,978-1-4066-5447-9,,pbk.,GBP,9.99,,,,,,Essex,2010,"ix, 128 p. : ill. (chiefly col.), charts ; 30 cm.",+ 1 CD-ROM. (GCSE bitesize) Glossary,
2009-12623,SCIENCE focus. 1,,English,Greg Rickard ... [et al.],,Pearson Education Australia Pty Limited,978-1-4425-1123-1,,pbk.,,Unpriced,,,,,,Melbourne,2009,"xi, 332 p. : col. ill. ; 27 cm.",+ 1 CD Includes index,2nd ed.
2009-12624,SCIENCE focus. 2,,English,Greg Rickard ... [et al.],,Pearson Education Australia Pty Limited,978-1-4425-1525-3,,pbk.,,Unpriced,,,,,,Melbourne,2009,"xi, 314 p. : col. ill. ; 27 cm.",+ 1 CD Includes index,2nd ed.
2009-10718,SCIENCE focus. 3,,English,Greg Rickard ... [et al.],,Pearson Education Australia Pty Limited,978-1-4425-1122-4,,pbk.,,Unpriced,,,,,,Melbourne,2009,"xi, 340 p. : col. ill. ; 27 cm.",+ 1 CD Includes index,2nd ed.
2009-12625,"SCIENCE focus. 3, Teacher edition",,English,Rochelle Manners ... [et al.],,Pearson Education Australia Pty Limited,978-1-4425-1531-4,,pbk.,,Unpriced,,,,,,Melbourne,2009,"xiii, 347 p. : col. ill., maps ; 30 cm.",+ 2 CDs Includes index,2nd ed.
2009-12626,SCIENCE focus. 4,,English,Greg Rickard ... [et al.],,Pearson Education Australia Group Pty Limited,978-1-4425-0853-8,,pbk.,,Unpriced,,,,,,Melbourne,2009,"xi, 356 p. : col. ill., charts ; 27 cm.",+ 1 CD Includes index,2nd ed.
2009-10634,SEE CORPORATION LIMITED See Corporation Limited annual report 2009,漢傳媒集團有限公司2009年報,English,,,See Corporation Limited,,,,,,,,,,,Hong Kong,2009,"120, 120 p. : col. ill. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11791,"SETO, Andy Wood-hung 120 songs for miniature harmonica",,English,"Seto Andy Wood-hung, Raymond Siu-kei Leung",,Ausgelassen Art Academy,978-988-99978-3-0,,pbk.,$,90.00,,,,,,Hong Kong,2009,51 p. : ill. ; 15 x 21 cm.,,
2009-13068,"SEWELL, Roderick J. Hong Kong geology : a 400-million year journey",香港地質:四億年的旅程,English,"Roderick J. Sewell, Denise L.K. Tsang, Raynor Shaw",,"Civil Engineering and Development Department, Geotechnical Engineering Office",978-962-02-0381-7,,pbk.,$,118.00,,,,,,Hong Kong,2009,"158 p. : col. ill., col. maps ; 27 cm.",+ 4 field guides Includes index,
2009-13055,SHANGHAI business eats 2009-2010,,English,,edited by Lara Farrar,China Economic Review Publishing (Hong Kong) Limited,978-988-18153-3-0,,pbk.,USD,10.00,,,,,,Hong Kong,2009,141 p. : col. ill. ; 19 cm.,Includes index,
2009-11055,SHANGHAI FORTE LAND COMPANY LIMITED Shanghai Forte Land Company Limited annual report 2009,復地(集團)股份有限公司2009中期報告,English,,,Shanghai Forte Land Company Limited,,,,,,,,,,,Hong Kong,2009,"54, 54 p. : charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11054,"SHANGHAI INDUSTRIAL HOLDINGS LIMITED Major and connected transactions (1) Transfer of shareholdings in pharmaceutical companies to Shanghai Pharmaceutical Co., Ltd. (2) Absorption and merger of Shanghai Industrial Pharmaceutical Investment Co., Ltd. with Shanghai Pharmaceutical Co., Ltd. and notice of extraordinary general meeting, 30th October 2009","上海實業控股有限公司主要及關連交易(1)向上海市醫藥股份有限公司轉醫藥企業股權(2)上海市醫藥股份有限公司吸收合併上海實業醫藥投資股份有限公司及股東特別大會通告,二零零九年十月三十日",English,,,Shanghai Industrial Holdings Limited,,,,,,,,,,,Hong Kong,2009,"74, 74 p. : charts ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-13086,"SHANGHAI INDUSTRIAL HOLDINGS LIMITED Shanghai Industrial Holdings Limited continuing connected transactions variation of the cross guarantee agreement, 28th December 2009","上海實業控股有限公司持續關連交易修訂相互擔保協議,二零零九年十二月二十八日",English,,,Shanghai Industrial Holdings Limited,,,,,,,,,,,Hong Kong,2009,"20, 20 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-13084,"SHANGHAI INDUSTRIAL HOLDINGS LIMITED Shanghai Industrial Holdings Limited discloseable and connected transactions acquisition of companies holdings interests in land in Qingpu district, Shanghai, the PRC and election of director and notice of extraordinary general meeting, 23rd December 2009","上海實業控股有限公司須予披露及關連交易收購持有位於中國上海市青浦區之土地權益之公司及選舉董事及股東特別大會通告,二零零九年十二月二十三日",English,,,Shanghai Industrial Holdings Limited,,,,,,,,,,,Hong Kong,2009,"50, 50 p. ; 28 cm.",Unpriced (pbk.),
2009-13085,"SHANGHAI INDUSTRIAL HOLDINGS LIMITED Shanghai Industrial Holdings Limited discloseable and connected transactions acquisition of the entire issued share capital of and shareholder’s loan to S.I. Shen-Yu Development Limited and notice of extraordinary general meeting, 23rd December 2009","上海實業控股有限公司須予披露及關連交易收購上實申渝開發建設有限公司全部已發行股本及股東貸款及股東特別大會通告,二零零九年十二月二十三日",English,,,Shanghai Industrial Holdings Limited,,,,,,,,,,,Hong Kong,2009,"69, 69 p. ; 28 cm.",Unpriced (pbk.),
2009-11807,SHANGHAI JIAODA WITHUB INFORMATION INDUSTRIAL COMPANY LIMITED Shanghai Jiaoda Withub Information Industrial Company Limited interim report 2009,上海交大慧谷信息產業股份有限公司二零零九年中期業績報告,English,,,Shanghai Jiaoda Withub Information Industrial Company Limited,,,,,,,,,,,Hong Kong,2009,"16, 16 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-10404,SHANGRI-LA ASIA LIMITED Shangri-La Asia Limited interim report 2009,香格里拉(亞洲)有限公司二零零九年中期報告,English,,,Shangri-La Asia Limited,,,,,,,,,,,Hong Kong,2009,"44, 44 p. ; 29 cm.",Unpriced (pbk.),
2009-12208,SHENZHEN NEPTUNUS INTERLONG BIO-TECHNIQUE COMPANY LIMITED Shenzhen Neptunus Interlong Bio-Technique Company Limited 2009 third quarterly report,深圳市海王英特龍生物技術股份有限公司2009第三季度報告,English,,,Shenzhen Neptunus Interlong Bio-Technique Company Limited,,,,,,,,,,,Hong Kong,2009,"24, 24 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-10635,SHUI ON CONSTRUCTION AND MATERIALS LIMITED Shui On Construction and Materials Limited 2009 interim report,瑞安建業有限公司二零零九年中期報告,English,,,Shui On Construction & Materials Limited,,,,,,,,,,,Hong Kong,2009,"55, 55 p. : col. ill., maps, charts ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11052,Phonics picture dictionary,英語發音有聲字典,English,Judith Sim,,Sesame Publication Company Limited,978-962-8969-77-7,,pbk.,$,78.00,,,,,,Hong Kong,2002,64 p. : col. ill. ; 30 cm.,+ 2 CDs,
2009-12427,"SINO BIOPHARMACEUTICAL LIMITED Sino Biopharmaceutical Limited (1) Proposed increase in authorised share capital (2) Proposed bonus issue of shares, 24 November 2009","中國生物製藥有限公司(1)建議增加法定股本(2)建議發行紅股,二零零九年十一月二十四日",English,,,Sino Biopharmaceutical Limited,,,,,,,,,,,Hong Kong,2009,"13, 13 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-10340,SINO HOTELS (HOLDINGS) LIMITED Sino Hotels (Holdings) Limited annual report 2009,,English,,,Sino Hotels (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,86 p. : col. ill. ; 29 cm.,Unpriced (pbk.),
2009-12206,SINO KATALYTICS INVESTMENT CORPORATION Sino Katalytics Investment Corporation annual report 2009,德泰中華投資有限公司年報2009,English,,,Sino Katalytics Investment Corporation,,,,,,,,,,,Hong Kong,2009,96 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-10338,SINO LAND COMPANY LIMITED Sino Land Company Limited annual report 2009,,English,,,Sino Land Company Limited,,,,,,,,,,,Hong Kong,2009,"234 p. : col. ill., map, charts ; 29 cm.",Unpriced (pbk.),
2009-11114,SIR DAVID TRENCH FUND FOR RECREATION Sir David Trench Fund for Recreation trustee’s report 2008-2009,,English,,,Home Affairs Bureau,,,,,,,,,,,Hong Kong,2009,58 p. : charts ; 30 cm.,Unpriced (pbk.),
2009-13113,SME corporate governance toolkit : from guidelines to implementation,,English,,,The Hong Kong Institute of Directors,978-988-97441-9-9,,pbk.,,Unpriced,,,,,,Hong Kong,2009,246 p. : charts ; 30 cm.,,
2009-11913,Hong Kong employment law : a practical guide,,English,"Alison Smith, Pattie Walsh",,CCH Hong Kong Limited,978-988-18539-4-3,,pbk.,$,650.00,,,,,,Hong Kong,2009,"vii, 476 p. ; 23 cm.",Includes index,3rd ed.
2009-12004,"SO, Albert Ting-pat Intelligent building systems",,English,"Albert Tingpat So, Wai-lok Chan",,Johnson Control Hong Kong Limited,978-988-18689-1-6,,,,Unpriced,,,,,,Hong Kong,2009,"xxix, 534 p. : ill., charts ; 27 cm.",Includes bibliographical references and index,Enhanced ed.
2009-13081,SOCIETY FOR THE AID AND REHABILITATION OF DRUG ABUSERS Society for the Aid and Rehabilitation of Drug Abusers annual report 2008-2009,香港戒毒會2008-2009年報,English,,,The Society for the Aid and Rehabilitation of Drug Abusers,,,,,,,,,,,Hong Kong,2009,"47 p. : col. ill., col. ports, charts ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11805,SONAVOX INTERNATIONAL HOLDINGS LIMITED Sonavox International Holdings Limited for the six months ended 30th June 2009 interim report 2009,上聲國際控股有限公司截至二零零九年六月三十日止六個月二零零九年中期業績報告,English,,,Sonavox International Holdings Limited,,,,,,,,,,,Hong Kong,2009,"20, 20 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12404,SOUND book,,English,,,Education Bureau,978-988-8006-83-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,21 p. : col. ill. ; 21 cm.,,
2009-11814,SOUTH CHINA (CHINA) LIMITED South China (China) Limited interim report for the six months ended 30 June 2009,南華(中國)有限公司截至二零零九年六月三十日止六個月中期業績報告,English,,,South China (China) Limited,,,,,,,,,,,Hong Kong,2009,"20, 20 p. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11816,SOUTH CHINA FINANCIAL HOLDINGS LIMITED South China Financial Holdings Limited interim report for the six months ended 30 June 2009,南華金融控股有限公司截至二零零九年六月三十日止六個月之中期業績報告,English,,,South China Financial Holdings Limited,,,,,,,,,,,Hong Kong,2009,"16, 16 p. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11813,SOUTH CHINA HOLDINGS LIMITED South China Holdings Limited interim report for the six months ended 30 June 2009,南華集團有限公司截至二零零九年六月三十日止六個月中期業績報告,English,,,South China Holdings Limited,,,,,,,,,,,Hong Kong,2009,"18, 18 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11822,SOUTH CHINA LAND LIMITED South China Land Limited interim report for the six months ended 30 June 2009,南華置地有限公司截至二零零九年六月三十日止六個月之中期業績報告,English,,,South China Land Limited,,,,,,,,,,,Hong Kong,2009,"18, 18 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-11821,"SOUTH CHINA LAND LIMITED South China Land Limited refreshment of general mandate and notice of extraordinary general meeting, 14 August 2009","南華置地有限公司更新一般授權及股東特別大會通告,二零零九年八月十四日",English,,,South China Land Limited,,,,,,,,,,,Hong Kong,2009,"16, 16 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12297,SPACE : exhibition,空間,English,Diane Tsang,,Pace Publishing Limited,978-962-7723-74-5,,,$,240.00,,,,,,Hong Kong,2009,223 p. : col. ill. ; 29 cm.,,
2009-12325,SPACE x file : public space,,English,,edited by Rihan Xing,H.K. Rihan International Culture Spread Limited,978-988-17805-1-5,,,,Unpriced,,,,,,Hong Kong,2009,"253 p. : col. ill., ports ; 29 cm.",Includes index,
2009-13054,SPACHINA guide 2010,,English,,edited by Anne Lu,China Economic Review Publishing (Hong Kong) Limited,978-988-18153-5-4,,pbk.,USD,40.00,,,,,,Hong Kong,2010,428 p. : col. ill. ; 20 cm.,Glossary Includes bibliographical references and index Text in simplified Chinese and English,
2009-11683,SSAT math study guide,,English,,,NTK Publishing Company Limited,978-988-98831-8-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"198 p. : ill., charts ; 28 cm.",,
2009-12292,STAR in grammar. Workbook 1B,,English,,,Newise Educational House,978-988-18261-6-9,,pbk.,$,35.00,,,,,,Hong Kong,2006 (2009 reprinted),63 p. : ill. ; 26 cm.,,
2009-10407,STAR Summit electives (language arts) : drama. Teacher’s edition,,English,Heather A. Jones,,Star Publishing Limited,978-988-18212-9-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"105 p. : col. ill., charts ; 28 cm.",Glossary,
2009-10408,STAR Summit electives (language arts) : poems and songs. Teacher’s edition,,English,Heather A. Jones,,Star Publishing Limited,978-988-18212-0-1,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"139 p. : col. ill., charts ; 28 cm.",Glossary,
2009-10406,STAR Summit electives (language arts) : popular culture. Teacher’s edition,,English,Heather A. Jones,,Star Publishing Limited,978-988-18213-1-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"120 p. : col. ill., chart ; 28 cm.",Glossary,
2009-10405,STAR Summit electives (language arts) : short stories. Teacher’s edition,,English,Heather A. Jones,,Star Publishing Limited,978-988-18213-2-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"150 p. : col. ill., chart ; 28 cm.",Glossary,
2009-10409,STAR Summit electives (non-language arts) : social issues,,English,Heather A. Jones,,Star Publishing Limited,978-988-18211-6-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"135 p. : col. ill., charts ; 28 cm.",Glossary,
2009-12618,STATICS and materials,,English,,edited by Barbara Honor,Pearson Education Australia Group Pty Limited,978-1-4425-2949-6,,pbk.,,Unpriced,,,,,,Hong Kong,2010,"722 p. : col. ill., charts ; 26 cm.",Includes index,
2009-10400,The never-ending bag of crisps,,English,"STRAHAN, Paul",Paul Strahan ; illustrated by Mike Peebles,Hanson International Enterprise Limited,978-988-18218-2-9,,pbk.,$,136.00,,,,,,Hong Kong,2009,45 p. : col. ill. ; 19 cm.,,
2009-10435,STRATEGIESE of writing reflections on English books,教你寫好英語讀後感,English,,edited by Helen Woo,Hong Kong Educational Publishing Company,978-962-948-996-0,,pbk.,$,68.00,,,,,,Hong Kong,2009,211 p. : ill. ; 26 cm.,+ 1 DVD Text in Chinese and English,
2009-12013,STRENGTHENING Hong Kong’s position as a lifestyle trendsetter in the region,,English,,"compiled by Research Department, Hong Kong Trade Development Council",Hong Kong Trade Development Council,,,,,,,,,,,Hong Kong,2009,19 p. ; 30 cm.,(HKTDC trade watch) $30.00,
2009-12405,"STUBB, L. Canto hip slang guide",死靚仔潮爆講東話,English,"L. Stubb, Herman Ng, Paulus Lee",,Asia Education Times Limited,978-988-17996-2-3,,,$,58.00,,,,,,Hong Kong,2009,40 p. ; 10 cm.,Text partially in Chinese,2nd ed.
2009-12340,SUMMER holidays of students under the threat of the H1N1 virus,H1N1人類豬型流感疫情下放暑假,English,,,The Hong Kong Federation of Youth Groups,978-988-18406-9-1,,pbk.,$,30.00,,,,,,Hong Kong,2009,41 p. ; 30 cm.,(Youth poll series ; no. 187) Text in Chinese and English,
2009-11061,Sun Yuan & Peng Yu : can’t have it all,不可能完全得到:孫原&彭禹,English,"SUN, Yuan","edited by Maya Kovskaya, Rachel Ma, Robert Bernell",Timezone 8 Limited,978-988-18033-8-2,,,$,400.00,,,,,,Hong Kong,2009,248 p. : ill. (chiefly col.) ; 29 cm.,Text in simplified Chinese and English,
2009-13096,SUNDART INTERNATIONAL HOLDINGS LIMITED Sundart International Holdings Limited interim report 2009,承達國際控股有限公司中期報告2009,English,,,Sundart International Holdings Limited,,,,,,,,,,,Hong Kong,2009,"82, 82 p. : charts ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12011,SURVEY on garment shoppers in major Chinese cities,,English,,"[compiled by Research Department, Hong Kong Trade Development Council]",Hong Kong Trade Development Council,978-988-18209-7-6,,pbk.,$,200.00,,,,,,Hong Kong,2009,100 p. : col. charts ; 26 cm.,HKTDC research,
2009-13091,TA Yang Group Holdings Limited Ta Yang Group Holdings Limited 2009 annual report,大洋集團控股有限公司2009年報,English,,,Ta Yang Group Holdings Limited,,,,,,,,,,,Hong Kong,2009,"172 p. : col. ill., col. ports, col. charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-12204,TAIFOOK SECURITIES GROUP LIMITED Taifook Securities Group Limited annual report 2008/2009,大福證券集團有限公司年報2008,English,2009,,Taifook Securities Group Limited,,,,,,,,,,,Hong Kong,2009,"224 p. : col. ill., charts ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-10872,Japanese language education in the Asia- Pacific region. Book 1,,English,"Mito Takamichi, Chi-ming Ho, Yuko Miyazoe Wong",,Himawari Publishing Company,978-962-8494-86-6,,pbk.,$,200.00,,,,,,Hong Kong,2008,"1-226 p. : ill., charts ; 26 cm.","Text in English, Chinese and Japanese",
2009-10873,Japanese language education in the Asia- Pacific region. Book 2,,English,"Mito Takamichi, Chi-ming Ho, Yuko Miyazoe Wong",,Himawari Publishing Company,978-962-8494-88-0,,pbk.,$,200.00,,,,,,Hong Kong,2008,"227-469 p. : ill., charts ; 26 cm.","Text in English, Chinese and Japanese",
2009-10871,Japanese studies in the Asia-Pacific region,,English,"Mito Takamichi, Chi-ming Ho, Yuko Miyazoe Wong",,Himawari Publishing Company,978-962-8494-87-3,,pbk.,$,200.00,,,,,,Hong Kong,2008,221 p. : charts ; 26 cm.,"Text in English, simplified Chinese and Japanese",
2009-11027,TALK to your child in English : clothes transportation getting sick,"跟小小孩說英文:衣,行,病",English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18036-7-2,,pbk.,$,86.00,,,,,,Hong Kong,2009,77 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-11028,TALK to your child in English : education,跟小小孩說英文:教育,English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18036-9-6,,pbk.,$,86.00,,,,,,Hong Kong,2009,57 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-11031,TALK to your child in English : food,跟小小孩說英文:食,English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18036-6-5,,pbk.,$,86.00,,,,,,Hong Kong,2009,64 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-11026,TALK to your child in English : good manners,跟小小孩說英文:生活常規,English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18036-8-9,,pbk.,$,86.00,,,,,,Hong Kong,2009,77 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-11030,TALK to your child in English : playing indoors,跟小小孩說英文:室內娛樂,English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18036-0-3,,pbk.,$,86.00,,,,,,Hong Kong,2009,57 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-11029,TALK to your child in English : playing outdoors,跟小小孩說英文:室外娛樂,English,,張湘君; illustrated by張桂芳and張伊雯,Language House Publishing Company,978-988-18481-0-9,,pbk.,$,86.00,,,,,,Hong Kong,2009,69 p. : col. ill. ; 23 cm.,Text in Chinese and English,
2009-10322,Progress. Progress?,,English,Angela Tam,,Insitu Publishing Limited,978-962-86657-2-3,,pbk.,$,80.00,,,,,,Hong Kong,2009,161 p. ; 18 cm.,Includes bibliographical references,
2009-11353,"TANG, Martin Kok-kuen Research reports : teachers’ pedagogical decisions in the writing classroom : a case study at a Hong Kong university. Vol. 10",,English,Martin Kok-kuen Tang,,Hong Kong University of Science and Technology. Language Centre,978-962-7607-27-4,,pkb,$,30.00,,,,,,Hong Kong,2009,"xiii, 77 p. ; 21 cm.",Includes bibliographical references,
2009-11050,TECHNICAL criteria for laboratory accreditation (medical laboratories). HOKLAS 003,,English,,,Innovation and Technology Commission,978-962-86584-2-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,80 p. ; 30 cm.,,9th ed.
2009-10565,TERRITORY-WIDE system assessment mock papers for basic competency : English. Primary 3,,English,,,Pan Lloyds Publishers Limited,978-988-8022-65-6,,sp,$,62.00,,,,,,Hong Kong,2009,"various paging : ill. (some col.), charts ; 29 cm.",+ 1 CD + 2 barcode labels Text partially in Chinese,2010 ed.
2009-10566,TERRITORY-WIDE system assessment mock papers for basic competency : English. Primary 6,,English,,,Pan Lloyds Publishers Limited,978-988-8022-66-3,,sp,$,62.00,,,,,,Hong Kong,2009,"various paging : ill. (some col.), charts ; 29 cm.",+ 1 CD + 3 barcode labels Text partially in Chinese,2010 ed.
2009-10721,Learn basic finance and invest for profit,,English,Chee-huat Thay,,Anything & Everything Limited,978-988-17389-4-3,,pbk.,USD,15.95,,,,,,Hong Kong,2009,163 p. : ill. ; 21 cm.,,
2009-11493,THEME park,,English,,,Crystal Education Publications,978-962-994-601-2,,pbk.,$,20.00,,,,,,Hong Kong,2009,13 p. : col. ill. ; 21 cm.,Rainbow cartoons,
2009-11792,TIME INFRASTRUCTURE HOLDINGS LIMITED Time Infrastructure Holdings Limited interim report 2009,太益控股有限公司二零零九年中期報告,English,,,Time Infrastructure Holdings Limited,,,,,,,,,,,Hong Kong,2009,"20, 20 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
