serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-00226,"CHAN, H. M. New progress in certificate mathematics : mock exam papers for HKCEE. Solution guide",,English,H.M. Chan,,Hong Kong Educational Publishing Company,,,,,,,,,,,Hong Kong,2007,"107 p. : ill., charts ; 27 cm.",Unpriced (pbk.),Revised ed.
2008-01720,Legends of the building of old Peking,,English,Chan Hok-lam,,The Chinese University Press,978-962-996-313-2,,,$,400.00,,,,,,Hong Kong,2008,"xx, 416 p. : ill. ; 24 cm.",Includes bibliographical references and index Glossary Text partially in Chinese,
2008-02057,"CHAN, Peter P. F. Setting up an MRI enterprise as an entrepreneurial unit, independently from the university : a fresh study",,English,,by Peter P.F. Chan,WinMaster Limited,978-962-7061-31-1,,pbk.,,Unpriced,,,,,,Hong Kong,2007,unpaged : col. ill. ; 21 cm.,,
2008-02058,"CHAN, Peter P. F. Taking a new look at financial technology",,English,,by Peter P.F. Chan,WinMaster Limited,978-962-7061-32-8,,pbk.,,Unpriced,,,,,,Hong Kong,2007,8 p. : 21 cm.,,
2008-02059,"CHAN, Peter P. F. Taking a new look at retailing technology",,English,,by Peter P.F. Chan,WinMaster Limited,978-962-7061-33-5,,pbk.,,Unpriced,,,,,,Hong Kong,2007,8 p. ; 21 cm.,,
2008-02225,The Canterbury tales,,English,"CHAUCER, Geoffrey",Geoffrey Chaucer ; retold by Joanna Strange,Pearson Education Limited,978-1-4058-6232-5,,pbk.,,Unpriced,978-1-4058-7892-0,,audio-CD,,,Essex,2008,"vii, 61 p. ; col. ill. ; 20 cm.",+ 2 audio-CD (Penguin readers. Level 3),
2008-00630,Early Hong Kong’s Kowloon Peninsula,香江半島:香港的早期九龍風光,English,Cheng Po-hung,,"The University of Hong Kong, University Museum and Art Gallery",978-962-8038-82-4,,,$,150.00,,,,,,Hong Kong,2007,"230 p. : ill. (chiefly col.), maps ; 30 cm.",Includes bibliographical references Text in Chinese and English,
2008-00215,"CHENG, R. Mock practices for paper 1 : reading & writing",,English,R. Cheng,,Hong Kong Educational Publishing Company,978-962-948-953-3,,sp,$,95.00,,,,,,Hong Kong,2007,various pagings : ill. ; 27 cm.,+ answer key (New progress in certificate English),
2008-00223,"CHEUNG, M. W. New progress in certificate mathematics. 5B",,English,"M.W. Cheung, M.C. Choi, S.W. Chong",,Hong Kong Educational Publishing Company,978-988-200-778-9,,pbk.,,Unpriced,,,,,,Hong Kong,2007,"418 p. : ill., charts ; 27 cm.",,Revised ed.
2008-00224,"CHEUNG, M. W. New progress in certificate mathematics. 5B, Solution guide",,English,"M.W. Cheung, M.C. Choi, S.W. Chong",,Hong Kong Educational Publishing Company,978-988-200-823-6,,pbk.,$,50.00,,,,,,Hong Kong,2007,144 p. : ill. ; 27 cm.,,Revised ed.
2008-00006,CHEVALIER INTERNATIONAL HOLDINGS LIMITED Chevalier International Holdings Limited interim report 2007-2008,其士國際集團有限公司二零零七至二零零八年度中期業績報告,English,,,Chevalier International Holdings Limited,,,,,,,,,,,Hong Kong,2007,32 p. ; 25 cm.,Text in Chinese and English Unpriced (pbk.),
2008-00007,CHEVALIER PACIFIC HOLDINGS LIMITED Chevalier Pacific Holdings Limited interim report 2007-08,其士泛亞控股有限公司中期報告2007-08,English,,,Chevalier Pacific Holdings Limited,,,,,,,,,,,Hong Kong,2008,28 p. ; 25 cm.,Text in Chinese and English Unpriced (pbk.),
2008-00637,CHINA : master tax guide 2007-08,,English,,edited by Deloitte Touche Tohmatsu,CCH Hong Kong Limited,978-988-17014-5-9,,pbk.,$,655.00,,,,,,Hong Kong,2007,"xi, 560 p. ; 23 cm.",Includes index,5th ed.
2008-01055,CHINA Golf,中國高爾夫,English,,,Wonderful Ace International Ltd,,,,,,,,,,,Hong Kong,2007,96 p. : col. ill. ; 29 cm.,Quarterly ISSN 1997-3101 : $45.00,Issue 1(1.2008)
2008-02887,CHINA LOTSYNERGY HOLDINGS LIMITED China LotSynergy Holdings Limited annual report 2007,華彩控股有限公司年報2007,English,,,China LotSynergy Holdings Limited,,,,,,,,,,,Hong Kong,2008,"100, 100 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2008-01412,CHINA OVERSEAS LAND & INVESTMENT LIMITED China Overseas Land & Investment Limited discloseable transaction formation of joint ventures with the Shimao Group,,English,,,China Overseas Land & Investment Limited,,,,,,,,,,,Hong Kong,2008,19 p. ; 28 cm.,Unpriced (pbk.),
2008-02691,CHINA sourcing reports : baby toys,,English,,,Publishers Representatives Limited,978-962-8948-76-5,,sp,USD,395.00,,,,,,Hong Kong,2008,"99 p. : col. ill., maps, charts ; 30 cm.",,
2008-02692,CHINA sourcing reports : costume jewelry,,English,,,Publishers Representatives Limited,978-962-8948-77-2,,sp,USD,395.00,,,,,,Hong Kong,2008,"118 p. : col. ill., maps, charts ; 30 cm.",,
2008-02693,CHINA sourcing reports : golf cars & trolleys,,English,,,Publishers Representatives Limited,978-962-8948-75-8,,sp,USD,445.00,,,,,,Hong Kong,2008,"91 p. : col. ill., maps, charts ; 30 cm.",,
2008-02695,CHINA sourcing reports : mini component systems,,English,,,Publishers Representatives Limited,978-962-8948-80-2,,sp,USD,495.00,,,,,,Hong Kong,2008,"70 p. : col. ill., maps, charts ; 30 cm.",,
2008-02697,CHINA sourcing reports : portable GPS,,English,,,Publishers Representatives Limited,978-962-8948-82-6,,sp,USD,495.00,,,,,,Hong Kong,2008,"105 p. : col. ill., maps, charts ; 30 cm.",,
2008-02696,CHINA sourcing reports : printer consumables,,English,,,Publishers Representatives Limited,978-962-8948-81-9,,sp,USD,495.00,,,,,,Hong Kong,2008,"90 p. : col. ill., maps, charts ; 30 cm.",,
2008-02694,CHINA sourcing reports : sports balls,,English,,,Publishers Representatives Limited,978-962-8948-79-6,,sp,USD,445.00,,,,,,Hong Kong,2008,"92 p. : col. ill., maps, charts ; 30 cm.",,
2008-00119,CHINA WATER INDUSTRY GROUP LIMITED China Water Industry Group Limited major transaction relating to disposal of 100% equity interest in Pablo Enterprises Limited,中國水業集團有限公司有關出售於柏寶有限公司之100%股權之重大交易,English,,,China Water Industry Group Limited,,,,,,,,,,,Hong Kong,2007,"10, 10 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2008-01544,CHINA WATER INDUSTRY GROUP LIMITED China Water Industry Group Limited very substantial acquisition for the purchase of shares in iMerchants Limited and notice of extraordinary general meeting,中國水業集團有限公司購買菱控有限公司股份之非常重大收購事項及股東特別大會通告,English,,,China Water Industry Group Limited,,,,,,,,,,,Hong Kong,2008,various pagings ; 28 cm.,Text in Chinese and English Unpriced (pbk.),
2008-01328,CHINESE business law,中國商法,English,,"edited by Lutz-Christian Wolff, Charles Zhen Qu, Zhang Xian-chu",CCH Hong Kong Limited,978-988-17014-6-6,,pbk.,$,1300.00,,,,,,Hong Kong,2008,"xii, 1168 p. ; 23 cm.",,2008 student ed.
2008-00232,Principles of accounts : study guide and practice. 1,,English,Ching Woon-chee,,Hong Kong Educational Publishing Company,978-962-948-968-7,,pbk.,$,124.00,,,,,,Hong Kong,2007,367 p. : 29 cm.,+ 1 solution guide Glossary,3rd ed.
2008-00233,Principles of accounts : study guide and practice. 2,,English,Ching Woon-chee,,Hong Kong Educational Publishing Company,978-962-948-969-4,,pbk.,$,122.00,,,,,,Hong Kong,2007,320 p. ; 29 cm.,+ 1 solution guide Glossary,3rd ed.
2008-00755,Ageing society issues in Korea,,English,"CHOI, Sung-jae",by Choi Sung-jae,Lingnan University. Asia-Pacific Institute of Ageing Studies,978-988-17115-2-6,,pbk.,$,20.00,,,,,,Hong Kong,2007,27 p. ; 30 cm.,Monograph series ; no. 13,
2008-00200,CHRISTIAN FAMILY SERVICE CENTRE Christian Family Service Centre annual report 2006-2007,基督教家庭服務中心年報2006-2007,English,,,Christian Family Service Centre,,,,,,,,,,,Hong Kong,2007,110 p. : col. ill. ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2008-02145,CHRISTMAS decorations : Philippines sourcing report,,English,,,Publishers Representatives Limited,978-962-8948-90-1,,sp,USD,100.00,,,,,,Hong Kong,2008,"78 p. : col. ill., maps, charts ; 30 cm.",,
2008-02440,East Asian pop culture : analysing the Korean wave,,English,"CHUA, Beng-huat","edited by Chua Beng-huat, Koichi Iwabuchi",Hong Kong University Press,978-962-209-892-3,,,$,395.00,,,,,,Hong Kong,2008,"xi, 307 p. ; 24 cm.",Includes index,
2008-00228,"CHUNG, K. Y. New certificate physics : complete notes and exam practices. 2",,English,K.Y. Chung,,Hong Kong Educational Publishing Company,978-988-200-847-2,,pbk.,$,94.00,,,,,,Hong Kong,2007,"ix, 261 p. : ill., charts ; 27 cm.",+ solution guide (New certificate series) Includes index,Revised ed.
2008-01870,CITIZENSHIP curriculum in Asia and the Pacific,,English,,"edited by David L. Grossman, Lee Wing-on, Kerry J. Kennedy","The University of Hong Kong, Comparative Education Research Centre",978-962-8093-69-4,,pbk.,$,200.00,,,,,,Hong Kong,2008,"xii, 268 p. ; 24 cm.",CERC studies in comparative education; no. 22,
2008-00611,The CITY mouse and the country mouse,,English,,,Learn and Play Limited,978-962-8827-47-3,,,$,9.90,,,,,,Hong Kong,2008,unpaged : col. ill. ; 20 cm.,I can read ; Level 3,
2008-02492,Longman chemistry for CSEC,,English,"Jim Clark, Ray Oliver",,Pearson Education Limited,978-1-4058-8521-8,,pbk.,,Unpriced,,,,,,Essex,2008,"viii, 368 p. : col. ill., charts ; 27 cm.",Includes index,2nd ed.
2008-02287,CLSA ASIA-PACIFIC MARKETS Mr & Mrs Asia,,English,CLSA Asia-Pacific Markets,,CLSA Asia- Pacific Markets,978-988-98942-0-7,,,,Unpriced,,,,,,Hong Kong,2008,"156 p. : col. ill., charts ; 26 cm.",,
2008-00001,"COHN, Don J. Beijing walks : exploring the heritage",,English,Don J. Cohn,,Airphoto International Limited,978-962-217-762-8,,pbk.,$,249.00,,,,,,Hong Kong,2008,"384 p. : ill. (chiefly col.), maps ; 22 cm.",Includes index,
2008-00087,The leopard and the lighthouse,,English,Anne Collins,,Pearson Education Limited,978-1-4058-6966-9,,pbk.,,Unpriced,978-1-4058-8061-9,,CD-Rom,,Unpriced,Essex,2008,16 p. : col. ill. ; 20 cm.,+ 1 CD-Rom (Penguin readers easystarts),
2008-01979,The moonstone,,English,Wilkie Collins,,Oxford University Press (China) Limited,978-0-19-546291-3,,pbk.,$,53.00,,,,,,Hong Kong,2007,108 p. : ill. ; 20 cm.,Oxford progressive English readers. Level 4,2nd ed.
2008-01980,The woman in white,,English,Wilkie Collins,,Oxford University Press (China) Limited,978-0-19-546295-1,,pbk.,$,53.00,,,,,,Hong Kong,2007,108 p. : ill. ; 20 cm.,Oxford progressive English readers. Level 4,2nd ed.
2008-02142,Maths study book. HKS2,,English,"Penny Coltman, Paul Warwick, Jane Webster",,Pearson Education Limited,978-0-563-51553-1,,pbk.,GBP,3.99,,,,,,Essex,2008,64 p. : col. ill. ; 28 cm.,BBC active,
2008-02797,COMET Chinese English Arabic handbook 3300 useful phrases,康明中英阿生活會話萬用手冊3300句常用語,English,,,Comet Electronics Publisher Limited,978-988-17256-4-6,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"XXIV, 460 p. ; 18 cm.","Text in Chinese, English and Arabic",
2008-02624,COMET Chinese English Dutch handbook 3300 useful phrases,康明中英荷生活會話萬用手冊3300句常用語,English,,,Comet Electronics Publisher Limited,978-988-17256-1-5,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"XXIV, 416 p. ; 18 cm.","Text in Chinese, English and Dutch",
2008-02779,COMET Chinese English Polish handbook 3300 useful phrases,康明中英波生活會話萬用手冊3300句常用語,English,,,Comet Electronics Publisher Limited,978-988-17256-5-3,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"XXIV, 416 p. ; 18 cm.","Text in Chinese, English and Polish",
2008-02623,COMET Chinese English Thai handbook 3300 useful phrases,康明中英泰生活會話萬用手冊3300句常用語,English,,,Comet Electronics Publisher Limited,978-988-17107-8-9,,pbk.,,Unpriced,,,,,,Hong Kong,2007,"XVII, 430 p. ; 18 cm.","Text in Chinese, English and Thai",
2008-02067,The COMMON law lecture series 2006-2007,,English,,"edited by Jessica Young, Rebecca Lee","The University of Hong Kong, Faculty of Law",978-988-97469-6-4,,pbk.,$,100.00,,,,,,Hong Kong,2008,"xiii, 59 p. ; 22 cm.",,
2008-00831,CONCEPTUAL feeling beyond images : the works of Hon Chi-fun,象外詩情:韓志勳作品展,English,,edited by Cheng Pei-kai,City University of Hong Kong. Chinese Civilisation Centre,978-962-442-294-8,,pbk.,$,180.00,,,,,,Hong Kong,2007,192 p. ; 31 cm.,Text in Chinese and English,
2008-02487,Heart of darkness,,English,"CONRAD, Joseph",Joseph Conrad ; retold by Nancy Taylor,Pearson Education Limited,978-1-4058-8245-3,,pbk.,,Unpriced,978-1-4058-7992-7,,audio-CD,,Unpriced,Essex,2008,"ix, 91 p. : ill. ; 20 cm.",+ 3 audio-CD (Penguin readers. Level 5),
2008-01770,CONSOLIDATED index to all reported Hong Kong decisions. 2007 Cumulative supplement issue 1,,English,,edited by Calvinne Luis,LexisNexis,978-962-8972-20-3,,pbk.,$,1250.00 (set),,,,,,Hong Kong,2007,"xiv, 292 p. ; 25 cm.",,
2008-01773,CONSOLIDATED index to all reported Hong Kong decisions. 2007 Cumulative supplement issue 2,,English,,edited by Calvinne Luis,LexisNexis,978-962-8972-42-5,,pbk.,$,2000.00,,,,,,Hong Kong,2007,"xiv, 488 p. ; 25 cm.",,
2008-00531,CONSTRUCTION boom in UAE and Saudi Arabia : opportunities for Hong Kong,,English,,compiled by Hong Kong Trade Development Council,Hong Kong Trade Development Council. Research Department,,,,,,,,,,,Hong Kong,2007,23 p. : col. charts ; 30 cm.,TDC research) $30.00 (pbk.,
2008-02556,CONSTRUCTION safety involving working at height for residential building repair and maintenance,,English,,,Construction Industry Institute (Hong Kong) Limited,978-988-99558-1-6,,pbk.,$,780.00,978-988-99558-2-3,,CD-ROM,$,Unpriced,Hong Kong,2007,"52 p. : col. ill., charts ; 28 cm.",+ 1 CD-Rom (Research summary),
2008-02288,CORRECTIONAL SERVICES DEPARTMENT Hong Kong Correctional Services annual review 2007,香港懲教署年報2007,English,,,Correctional Services Department,,,,,,,,,,,Hong Kong,2007,"44 p. : col. ill., map, chart ; 25 x 28 cm.",Text in Chinese and English Unpriced (pbk.),
2008-00528,COST escalation and trends for export price increase : a look at the rising production costs in the PRD,,English,,compiled by Hong Kong Trade Development Council,Hong Kong Trade Development Council. Research Department,,,,,,,,,,,Hong Kong,2007,11 p. : charts ; 30 cm.,TDC research) $30.00 (pbk.,
2008-02339,Language leader coursebook. Intermediate,,English,"David Cotton, David Falvey, Simon Kent",,Pearson Education Limited,978-1-4058-2688-4,,pbk.,,Unpriced,,,,,,Essex,2008,"184 p. : col. ill., charts ; 30 cm.",+ 1 audio-CD,
2008-01788,"CROSS, I. Grenville Sentencing in Hong Kong",,English,"I. Grenville Cross, Patrick W.S. Cheung",,LexisNexis,978-962-8937-65-3,,pbk.,$,1800.00,,,,,,Hong Kong,2007,"lxxx, 657 p. ; 25 cm.",,
2008-00877,"朗文致勝英語教程. Level 1, Students’ book",,English,"Sarah Cunningham, Chris Redston, Peter Moor with Frances Eales",,Pearson Education Asia Limited,978-962-01-9937-0,,pbk.,,Unpriced,,,,,,Hong Kong,2008,104 p. : ill. ; 30 cm.,+ 2 audio-CDs,
2008-00878,"朗文致勝英語教程. Level 2, Students’ book",,English,"Sarah Cunningham, Peter Moor with Frances Eales, Jane Comyns Carr",,Pearson Education Asia Limited,978-962-01-9938-7,,pbk.,,Unpriced,,,,,,Hong Kong,2008,243 p. : ill. ; 30 cm.,+ 2 audio- CDs,
2008-00879,"朗文致勝英語教程. Level 3, Students’ book",,English,"Sarah Cunningham, Peter Moor with Jane Comyns Carr",,Pearson Education Asia Limited,978-962-01-9939-4,,pbk.,,Unpriced,,,,,,Hong Kong,2008,104 p. : ill. ; 30 cm.,+ 2 audio-CDs,
2008-00880,"朗文致勝英語教程. Level 4, Students’ book",,English,"Sarah Cunningham, Peter Moor",,Pearson Education Asia Limited,978-962-01-9940-0,,pbk.,,Unpriced,,,,,,Hong Kong,2008,167 p. : ill. ; 30 cm.,+ 2 audio- CDs,
2008-00876,"朗文致勝英語教程. Starter level, Students’ book",,English,"Sarah Cunningham, Chris Redston with Peter Moor",,Pearson Education Asia Limited,978-962-01-9936-3,,pbk.,,Unpriced,,,,,,Hong Kong,2008,93 p. : ill. ; 30 cm.,+ 2 audio-CDs,
2008-00402,Matilda,,English,"DAHL, Roald",Roald Dahl ; retold by John Escott,Pearson Education Limited,978-1-4058-7676-6,,pbk.,,Unpriced,978-1-4058-7919-4,,audio-CD,,Unpriced,Essex,2008,"vi, 45 p. : col. ill. ; 20 cm.",+ 1 audio-CD (Penguin readers. Level 3),
2008-02284,Cementing the link,連系橋藝,English,Frank Davies,,Pacific Century Publishers Limited,978-988-99347-1-2,,,,Unpriced,,,,,,Hong Kong,2007,92 p. : col. ill. ; 23 x 29 cm.,Text in simplified Chinese and English,
2008-02680,"DE Cervantes, Miguel Don Quixote",,English,Miguel de Cervantes,,Pearson Education Limited,978-1-4058-8442-6,,pbk.,,Unpriced,,,,,,Essex,2008,60 p. : col. ill. ; 21 cm.,+ 2 audio-CDs (Penguin active reading. Level 2),
2008-00390,Robinson Crusoe,,English,"DEFOE, Daniel",Daniel Defoe ; retold by Nancy Taylor,Pearson Education Limited,978-1-4058-5533-4,,pbk.,,Unpriced,978-1-4058-7870-8,,audio-CD,,Unpriced,Essex,2008,"v, 45 p. : col. ill. ; 20 cm.",+ 2 audio-CDs (Penguin readers. Level 2),
2008-02404,DELOITTE TOUCHE TOHMATSU Financial reporting in Hong Kong : illustrative financial statements and disclosure checklist 2007,,English,Deloitte Touche Tohmatsu,,CCH Hong Kong Limited,978-988-17223-2-4,,pbk.,,1900.00,,,,,,Hong Kong,2008,"vi, 320 p. ; 30 cm.",,
2008-02402,DELOITTE TOUCHE TOHMATSU Tax planning for expatriates in China,,English,Deloitte Touche Tohmatsu,,CCH Hong Kong Limited,978-988-17223-1-7,,,$,1300.00,,,,,,Hong Kong,2008,"xiv, 556 p. ; 24 cm.",Includes index,3rd ed.
2008-01717,DEPARTMENT OF HEALTH Guidelines on prevention of communicable diseases in residential care homes for the elderly,,English,,,Department of Health,,,,,,,,,,,Hong Kong,2008,68 p. ; 30 cm.,Unpriced (pbk.),
2008-02788,"DESIGN and fabrication of electronic and optical systems for advanced automotive lighting. Vol. 1, Power electronics",先進汽車照明系統電子及光學設計與製造,English,,edited by K.W.E. Cheng,The Hong Kong Polytechnic University,978-962-367-567-3,,pbk.,,Unpriced,,,,,,Hong Kong,2007,199 p. : ill. ; 30 cm.,,
2008-01483,DEVASHARD : at first light,,English,,edited by Helen Griffiths,Fluid Friction Limited,978-988-17245-1-9,,pbk.,,Unpriced,,,,,,Hong Kong,2007,unpaged : col. ill. ; 26 cm.,,
2008-00440,"DEVELOPING skills creative language learning. JS3 Module 5, Ways with words",,English,Angela Mok ... [et al.],,Aristo Educational Press Limited,978-962-469-799-5,,pbk.,$,22.00,,,,,,Hong Kong,2007,16 p. : ill. ; 22 x 28 cm.,,
2008-00397,StarGate,,English,"DEVLIN, Dean","Dean Devlin, Roland Emmerich ; adapted by Sheila Black ; retold by David Wharry",Pearson Education Limited,978-1-4058-8204-0,,pbk.,,Unpriced,978-1-4058-7937-8,,audio-CD,,Unpriced,Essex,2008,"v, 46 p. : ill. ; 20 cm.",+ 2 audio-CDs (Penguin readers. Level 3),
2008-02139,Mergers & acquisitions in China,,English,Chris Devonshire-Ellis,,China Briefing Media Limited,978-988-99727-7-6,,pbk.,USD,25.00,,,,,,Hong Kong,2008,106 p. : col. ill. ; 21 cm.,,
2008-00392,A Christmas carol,,English,"DICKENS, Charles",Charles Dickens ; retold by Michael Dean,Pearson Education Limited,978-1-4058-4282-2,,pbk.,,Unpriced,978-1-4058-7832-6,,audio-CD,,Unpriced,Essex,2008,41 p. : col. ill. ; 20 cm.,+ 2 audio-CDs (Penguin readers. Level 2),
2008-00616,David Copperfield,,English,"DICKENS, Charles",Charles Dickens ; retold by Nigel Grimshaw,Pearson Education Limited,978-1-4058-6240-0,,pbk.,,Unpriced,978-1-4058-7896-8,,audio-CD,,Unpriced,Essex,2008,"vii, 100 p. : ill. ; 20 cm.",+ 3 audio-CDs (Penguin readers. Level 3),
2008-00618,Great expectations,,English,"DICKENS, Charles",Charles Dickens ; retold by Latif Doss,Pearson Education Limited,978-1-4058-6528-9,,pbk.,,Unpriced,978-1-4058-8035-0,,audio-CD,,Unpriced,Essex,2008,"ix, 116 p. ; 20 cm.",+ 4 audio-CDs (Penguin readers. Level 6),
